Marque,Modele,Annee_modele,Km,Date_premiere_mise_en_circulation,Carburant,Boite_vitesse,Puissance,Critere_air,Couleur,Type_vehicule,Pays,Prix_neuf,Prix_occassion
Audi,Q5,2022,38611,2023-09-15,Electrique,Automatique,200,Euro 1,Gris,Monospace,USA,65000,67340.0
Mercedes,Classe C,2006,136725,2006-10-13,Essence,Automatique,110,Euro 3,Bleu,Monospace,USA,55000,18843.0
Renault,Clio,2022,197768,2024-03-18,Hybride,Automatique,150,Euro 1,Blanc,Berline,Espagne,17000,17625.0
Toyota,Corolla,2016,66330,2017-05-02,Diesel,Manuelle,90,Euro 5,Blanc,SUV,USA,28000,20230.0
Dacia,Duster,2012,33547,2012-03-27,Essence,Manuelle,90,Euro 4,Rouge,Monospace,Japon,19900,12078.0
Peugeot,5008,2024,29584,2027-02-08,Diesel,Manuelle,130,Euro 6,Gris,Crossover,Allemagne,42000,42434.0
Toyota,Corolla,2005,33833,2006-06-29,Essence,Manuelle,150,Euro 3,Noir,Break,Japon,28000,11400.0
Peugeot,208,2005,217416,2005-03-23,Diesel,Automatique,110,Euro 3,Gris,SUV,Allemagne,18000,4642.0
BMW,Serie 1,2016,100240,2018-01-06,Hybride,Manuelle,130,Euro 1,Gris,SUV,Japon,35000,25938.0
Citroen,C5 Aircross,2013,110019,2015-09-03,Hybride,Automatique,90,Euro 1,Bleu,Crossover,Italie,35000,22904.0
Peugeot,308,2018,136061,2021-03-24,Diesel,Automatique,130,Euro 5,Rouge,Break,USA,30000,22977.0
BMW,X5,2008,87774,2010-03-03,Gaz,Manuelle,150,Euro 3,Rouge,Berline,France,80000,36520.0
Peugeot,308,2011,82375,2014-06-19,Essence,Manuelle,150,Euro 4,Gris,Monospace,Japon,30000,16165.0
Kia,Sportage,2006,51271,2006-03-11,Essence,Automatique,200,Euro 3,Bleu,Crossover,France,34000,15170.0
Volkswagen,Tiguan,2009,21001,2010-12-24,Diesel,Automatique,130,Euro 3,Gris,Monospace,France,40000,22949.0
Peugeot,3008,2021,189266,2024-09-04,Hybride,Manuelle,200,Euro 1,Noir,Monospace,France,35000,29200.0
Mercedes,Classe A,2016,111482,2019-11-24,Diesel,Manuelle,150,Euro 5,Noir,Crossover,France,38000,25675.0
Dacia,Duster,2008,100098,2008-10-03,Essence,Automatique,200,Euro 3,Rouge,Berline,Allemagne,19900,9618.0
Renault,Captur,2016,81614,2016-11-29,Hybride,Manuelle,90,Euro 1,Gris,Crossover,Japon,28000,21692.0
Citroen,C4,2020,152826,2023-05-10,Electrique,Automatique,150,Euro 1,Blanc,Crossover,Allemagne,24000,23725.0
Dacia,Duster,2022,159376,2022-02-07,Diesel,Manuelle,150,Euro 6,Bleu,Berline,Allemagne,19900,16906.0
Kia,Ceed,2014,75666,2017-09-27,Diesel,Manuelle,150,Euro 4,Gris,Break,Japon,23000,15435.0
Volkswagen,Tiguan,2007,165488,2010-11-11,Diesel,Manuelle,200,Euro 3,Bleu,Berline,Allemagne,40000,13860.0
Tesla,Model S,2018,113491,2021-11-12,Electrique,Manuelle,200,Euro 1,Rouge,SUV,Allemagne,95000,72420.0
Tesla,Model S,2020,101916,2022-10-20,Diesel,Automatique,110,Euro 6,Noir,Break,Espagne,95000,76518.0
Tesla,Model X,2021,79419,2023-08-11,Diesel,Manuelle,90,Euro 6,Gris,SUV,France,120000,101556.0
Audi,A4,2017,193948,2019-09-01,Essence,Manuelle,90,Euro 5,Blanc,SUV,Espagne,48000,28740.0
Toyota,Yaris,2023,50367,2023-02-10,Hybride,Manuelle,150,Euro 1,Blanc,Crossover,Allemagne,19000,21620.0
BMW,Serie 1,2023,210124,2025-12-08,Essence,Automatique,150,Euro 6,Bleu,SUV,France,35000,28500.0
Peugeot,208,2020,155366,2021-02-26,Hybride,Automatique,150,Euro 1,Gris,Monospace,Japon,18000,17885.0
Toyota,Corolla,2013,177242,2015-01-15,Diesel,Manuelle,200,Euro 4,Noir,Crossover,Allemagne,28000,15000.0
Audi,A6,2018,31498,2020-06-28,Diesel,Manuelle,110,Euro 5,Bleu,Break,Japon,72000,57749.0
Peugeot,5008,2012,170262,2014-06-22,Hybride,Manuelle,130,Euro 1,Bleu,Monospace,France,42000,21761.0
Renault,Talisman,2013,155638,2013-02-05,Essence,Automatique,90,Euro 4,Rouge,Monospace,USA,40000,21788.0
Hyundai,i30,2013,83023,2015-08-20,Hybride,Automatique,150,Euro 1,Gris,Break,Japon,22000,16815.0
Tesla,Model X,2010,179704,2011-11-03,Diesel,Manuelle,90,Euro 4,Noir,Berline,Allemagne,120000,49569.0
Audi,Q5,2018,172421,2019-10-05,Hybride,Manuelle,150,Euro 1,Rouge,Berline,USA,65000,45175.0
Audi,A3,2007,74897,2008-03-19,Diesel,Automatique,90,Euro 3,Gris,Crossover,Espagne,34000,15498.0
Volkswagen,Arteon,2020,77373,2021-09-15,Hybride,Manuelle,130,Euro 1,Bleu,Berline,Japon,48000,42363.0
Peugeot,3008,2019,172407,2020-07-28,Gaz,Manuelle,90,Euro 5,Bleu,Monospace,France,35000,25432.0
Tesla,Model S,2005,186631,2005-08-11,Essence,Manuelle,90,Euro 3,Blanc,Break,France,95000,23725.0
Audi,Q5,2020,212909,2022-12-13,Essence,Manuelle,90,Euro 6,Rouge,Monospace,USA,65000,43483.0
Citroen,C3,2007,198690,2009-09-22,Essence,Automatique,200,Euro 3,Bleu,Monospace,France,16000,5700.0
Peugeot,308,2015,133304,2017-07-27,Essence,Manuelle,110,Euro 5,Rouge,Crossover,USA,30000,18060.0
Toyota,Hilux,2010,51727,2012-01-17,Diesel,Automatique,200,Euro 4,Gris,Monospace,USA,45000,25970.0
Renault,Talisman,2005,92733,2008-02-19,Essence,Automatique,90,Euro 3,Blanc,Break,Espagne,40000,14246.0
Dacia,Duster,2018,232356,2021-04-15,Diesel,Automatique,90,Euro 5,Noir,Break,USA,19900,13452.0
Toyota,Corolla,2006,27487,2008-06-24,Diesel,Automatique,130,Euro 3,Rouge,Crossover,Italie,28000,13772.0
Dacia,Sandero,2009,109488,2009-01-24,Gaz,Manuelle,150,Euro 3,Noir,Crossover,USA,15900,8505.0
Dacia,Sandero,2019,88645,2021-01-01,Electrique,Automatique,130,Euro 1,Bleu,Monospace,Italie,15900,18634.0
Peugeot,208,2011,62355,2011-02-13,Gaz,Manuelle,200,Euro 4,Blanc,Crossover,Allemagne,18000,11825.0
Audi,A3,2006,73702,2006-11-26,Diesel,Manuelle,150,Euro 3,Bleu,Monospace,USA,34000,13845.0
Toyota,Hilux,2017,147823,2019-07-10,Diesel,Automatique,90,Euro 5,Blanc,SUV,USA,45000,31135.0
BMW,Serie 5,2023,41192,2024-04-09,Electrique,Manuelle,130,Euro 1,Rouge,SUV,Japon,65000,66309.0
Toyota,Corolla,2019,187360,2022-12-27,Essence,Automatique,110,Euro 5,Noir,Break,France,28000,20167.0
Volkswagen,Passat,2020,16994,2022-06-16,Gaz,Manuelle,150,Euro 6,Blanc,Monospace,France,36000,33930.0
Toyota,RAV4,2012,29148,2015-11-11,Hybride,Automatique,200,Euro 1,Blanc,SUV,Italie,37000,27280.0
Renault,Megane,2007,88509,2007-05-27,Diesel,Automatique,90,Euro 3,Noir,Crossover,Italie,25000,11439.0
Toyota,RAV4,2014,63295,2015-07-31,Hybride,Automatique,150,Euro 1,Blanc,Crossover,Italie,37000,27840.0
Ford,Focus,2020,184873,2023-11-09,Hybride,Manuelle,90,Euro 1,Blanc,Monospace,Japon,26000,20930.0
Audi,Q5,2014,230575,2016-06-26,Diesel,Automatique,150,Euro 4,Bleu,Crossover,Japon,65000,32195.0
Mercedes,Classe E,2007,218655,2008-03-19,Essence,Manuelle,90,Euro 3,Blanc,Monospace,USA,75000,20972.0
Citroen,C5 Aircross,2023,214474,2026-01-19,Gaz,Automatique,150,Euro 6,Noir,SUV,USA,35000,30400.0
Toyota,Yaris,2016,126275,2017-09-22,Gaz,Manuelle,200,Euro 5,Rouge,Berline,Espagne,19000,14400.0
Citroen,C3,2009,91853,2009-05-28,Gaz,Automatique,200,Euro 3,Noir,SUV,Allemagne,16000,9890.0
Ford,Fiesta,2016,95099,2016-05-27,Hybride,Manuelle,90,Euro 1,Noir,Berline,Espagne,18000,14673.0
Mercedes,Classe C,2011,148348,2011-12-13,Gaz,Manuelle,150,Euro 4,Gris,Berline,Espagne,55000,27260.0
Renault,Megane,2011,215653,2012-11-07,Diesel,Automatique,150,Euro 4,Noir,SUV,Espagne,25000,11400.0
Volkswagen,Arteon,2013,153644,2016-10-06,Gaz,Automatique,130,Euro 4,Bleu,SUV,Espagne,48000,27456.0
Audi,A3,2006,85995,2008-12-20,Gaz,Automatique,130,Euro 3,Bleu,Monospace,Italie,34000,14744.0
Kia,Rio,2017,93143,2017-01-23,Essence,Automatique,200,Euro 5,Gris,SUV,USA,18900,15330.0
Toyota,Hilux,2011,42734,2011-10-09,Hybride,Automatique,90,Euro 1,Bleu,Crossover,Italie,45000,29013.0
BMW,X5,2024,223598,2024-03-28,Diesel,Manuelle,110,Euro 6,Rouge,Berline,Allemagne,80000,63258.0
Tesla,Model X,2020,243104,2020-05-06,Hybride,Automatique,110,Euro 1,Noir,Berline,Italie,120000,80704.0
Dacia,Sandero,2024,49537,2024-07-04,Gaz,Manuelle,200,Euro 6,Noir,Crossover,Italie,15900,18624.0
Kia,Sportage,2013,130195,2013-08-10,Gaz,Automatique,150,Euro 4,Blanc,Berline,Japon,34000,21060.0
Renault,Megane,2005,210995,2008-09-05,Essence,Automatique,90,Euro 3,Blanc,Berline,Japon,25000,5918.0
Ford,Kuga,2008,144119,2010-04-22,Diesel,Manuelle,110,Euro 3,Noir,Berline,Italie,34000,13338.0
Kia,Rio,2012,205370,2015-04-08,Gaz,Manuelle,150,Euro 4,Gris,Crossover,Japon,18900,9636.0
Renault,Captur,2016,11238,2018-01-18,Diesel,Manuelle,200,Euro 5,Gris,Break,Allemagne,28000,22500.0
Toyota,Hilux,2010,13825,2011-10-24,Diesel,Automatique,110,Euro 4,Blanc,SUV,Italie,45000,27417.0
Citroen,C3,2016,162477,2018-04-27,Diesel,Manuelle,90,Euro 5,Bleu,SUV,Allemagne,16000,10140.0
Mercedes,GLC,2011,246608,2012-08-30,Diesel,Manuelle,110,Euro 4,Bleu,Monospace,Italie,85000,31857.0
Tesla,Model S,2015,29174,2015-02-19,Hybride,Automatique,150,Euro 1,Noir,Break,USA,95000,72065.0
Mercedes,GLC,2010,150982,2013-11-15,Hybride,Manuelle,200,Euro 1,Gris,Break,Allemagne,85000,38700.0
Toyota,Yaris,2011,32285,2011-02-07,Diesel,Manuelle,200,Euro 4,Bleu,Crossover,Allemagne,19000,12180.0
Audi,A6,2017,183668,2018-12-02,Essence,Manuelle,150,Euro 5,Bleu,Crossover,Italie,72000,44225.0
Citroen,C5 Aircross,2022,224584,2025-09-01,Electrique,Automatique,90,Euro 1,Blanc,Break,USA,35000,30888.0
BMW,Serie 1,2005,212755,2008-12-29,Gaz,Automatique,110,Euro 3,Bleu,Crossover,USA,35000,8712.0
Toyota,RAV4,2011,14593,2013-08-07,Essence,Manuelle,110,Euro 4,Gris,Berline,USA,37000,22260.0
Toyota,Corolla,2012,124518,2013-10-31,Diesel,Automatique,150,Euro 4,Blanc,SUV,Italie,28000,16380.0
Hyundai,i30,2019,208771,2021-08-31,Hybride,Automatique,90,Euro 1,Blanc,Monospace,Italie,22000,18135.0
Citroen,C3,2012,135314,2013-01-28,Hybride,Automatique,90,Euro 1,Noir,Break,France,16000,11169.0
Peugeot,3008,2009,94221,2011-04-03,Essence,Manuelle,200,Euro 3,Bleu,Crossover,Italie,35000,16560.0
Kia,Ceed,2016,133929,2019-03-04,Diesel,Manuelle,200,Euro 5,Noir,Berline,Japon,23000,15750.0
Citroen,C4,2023,33155,2024-01-11,Hybride,Manuelle,130,Euro 1,Bleu,Berline,Espagne,24000,26602.0
Audi,A4,2023,188907,2025-02-06,Gaz,Manuelle,110,Euro 6,Noir,Monospace,Allemagne,48000,39974.0
Mercedes,GLC,2016,60695,2016-01-23,Essence,Automatique,200,Euro 5,Noir,Break,Allemagne,85000,61600.0
Citroen,C3,2009,203335,2010-05-18,Gaz,Manuelle,90,Euro 3,Noir,Crossover,Japon,16000,6440.0
BMW,Serie 1,2016,52437,2016-09-24,Hybride,Automatique,110,Euro 1,Noir,Monospace,Allemagne,35000,29181.0
Mercedes,Classe C,2008,237759,2008-10-20,Essence,Automatique,90,Euro 3,Noir,Monospace,Italie,55000,16501.0
Peugeot,3008,2016,145369,2016-11-01,Gaz,Automatique,150,Euro 5,Gris,Monospace,USA,35000,24800.0
Toyota,Yaris,2023,119468,2025-02-15,Diesel,Automatique,90,Euro 6,Bleu,Monospace,Allemagne,19000,18834.0
Tesla,Model X,2010,12346,2010-09-15,Diesel,Automatique,200,Euro 4,Gris,Berline,Japon,120000,70680.0
BMW,Serie 5,2017,71967,2019-01-08,Essence,Automatique,110,Euro 5,Bleu,Berline,Espagne,65000,48312.0
Dacia,Duster,2005,50384,2006-08-22,Gaz,Manuelle,130,Euro 3,Rouge,Monospace,USA,19900,8626.0
Toyota,Yaris,2006,199735,2006-06-30,Essence,Automatique,130,Euro 3,Gris,Berline,France,19000,5751.0
Dacia,Spring,2020,154554,2022-01-06,Essence,Automatique,150,Euro 6,Gris,Berline,USA,22000,17885.0
BMW,Serie 1,2009,129125,2011-02-06,Diesel,Automatique,90,Euro 3,Gris,Monospace,Japon,35000,16297.0
Dacia,Sandero,2014,192124,2015-01-16,Gaz,Automatique,90,Euro 4,Rouge,Crossover,Japon,15900,10353.0
Ford,Kuga,2005,201350,2007-01-03,Diesel,Automatique,130,Euro 3,Gris,Crossover,Espagne,34000,8579.0
Toyota,Yaris,2014,204234,2017-04-04,Hybride,Manuelle,150,Euro 1,Gris,Berline,USA,19000,11750.0
Dacia,Sandero,2023,196153,2023-10-06,Gaz,Automatique,90,Euro 6,Noir,Monospace,Japon,15900,15834.0
BMW,Serie 3,2018,82074,2020-02-03,Diesel,Automatique,130,Euro 5,Rouge,Berline,Italie,45000,35742.0
Dacia,Spring,2016,93701,2019-10-13,Essence,Manuelle,90,Euro 5,Bleu,Break,USA,22000,14673.0
Toyota,Hilux,2024,243925,2027-11-22,Electrique,Manuelle,90,Euro 1,Gris,SUV,Allemagne,45000,38684.0
Mercedes,Classe E,2006,140672,2009-02-03,Gaz,Manuelle,110,Euro 3,Gris,Crossover,Allemagne,75000,24832.0
Renault,Captur,2021,73198,2024-07-23,Diesel,Automatique,150,Euro 6,Rouge,Berline,Italie,28000,26460.0
Audi,A4,2019,176169,2019-08-05,Gaz,Manuelle,110,Euro 5,Noir,Berline,Espagne,48000,34408.0
Tesla,Model 3,2010,162654,2011-02-04,Hybride,Automatique,110,Euro 1,Bleu,Monospace,France,45000,21462.0
Renault,Clio,2008,53275,2008-10-20,Diesel,Automatique,110,Euro 3,Noir,Crossover,Italie,17000,9447.0
Kia,Rio,2012,58785,2012-02-27,Gaz,Automatique,110,Euro 4,Bleu,Break,USA,18900,13865.0
Peugeot,308,2021,186832,2023-01-21,Diesel,Manuelle,200,Euro 6,Bleu,Berline,Espagne,30000,23360.0
Mercedes,Classe E,2024,163039,2024-09-29,Hybride,Manuelle,130,Euro 1,Bleu,Crossover,France,75000,66612.0
Mercedes,Classe C,2020,178333,2022-09-29,Hybride,Manuelle,110,Euro 1,Gris,Berline,France,55000,41961.0
Dacia,Spring,2016,20560,2018-04-25,Diesel,Manuelle,200,Euro 5,Noir,Berline,USA,22000,17760.0
Ford,Kuga,2012,101576,2014-12-07,Diesel,Manuelle,130,Euro 4,Blanc,Crossover,Allemagne,34000,19062.0
Kia,Rio,2006,119259,2006-12-09,Diesel,Manuelle,150,Euro 3,Blanc,Monospace,Italie,18900,7140.0
Audi,A4,2022,108994,2022-10-15,Gaz,Automatique,110,Euro 6,Bleu,SUV,Italie,48000,44184.0
Renault,Talisman,2012,85333,2014-10-03,Diesel,Automatique,130,Euro 4,Bleu,Crossover,Allemagne,40000,24248.0
Audi,A6,2006,193980,2007-04-09,Diesel,Manuelle,150,Euro 3,Rouge,Break,USA,72000,19845.0
Kia,Rio,2015,203019,2018-08-10,Gaz,Automatique,130,Euro 5,Rouge,SUV,Espagne,18900,12561.0
Toyota,Hilux,2019,116442,2019-12-18,Gaz,Manuelle,110,Euro 5,Blanc,Monospace,Japon,45000,35224.0
Renault,Clio,2006,36340,2008-03-27,Essence,Manuelle,200,Euro 3,Gris,Break,Italie,17000,7740.0
Mercedes,Classe E,2020,37989,2022-07-17,Hybride,Automatique,90,Euro 1,Rouge,Berline,Allemagne,75000,68765.0
Renault,Clio,2014,175841,2015-07-30,Gaz,Automatique,130,Euro 4,Blanc,Crossover,Allemagne,17000,11554.0
Peugeot,3008,2018,78291,2020-11-30,Essence,Manuelle,130,Euro 5,Bleu,Break,Allemagne,35000,26475.0
Tesla,Model X,2017,180027,2018-10-17,Essence,Automatique,90,Euro 5,Bleu,Break,Espagne,120000,74359.0
Toyota,RAV4,2006,116968,2008-10-20,Diesel,Manuelle,150,Euro 3,Noir,Break,USA,37000,13475.0
Toyota,Hilux,2006,245504,2009-05-13,Diesel,Automatique,110,Euro 3,Rouge,Break,Italie,45000,10582.0
Citroen,C5 Aircross,2018,184438,2020-09-10,Essence,Automatique,110,Euro 5,Gris,Berline,Italie,35000,23744.0
Renault,Clio,2009,241832,2010-06-09,Essence,Manuelle,150,Euro 3,Blanc,SUV,Espagne,17000,5425.0
Volkswagen,Tiguan,2012,113753,2014-05-02,Hybride,Manuelle,150,Euro 1,Noir,SUV,USA,40000,23585.0
Toyota,Corolla,2024,170445,2027-10-23,Essence,Automatique,150,Euro 6,Bleu,Crossover,Japon,28000,25315.0
Volkswagen,Arteon,2023,180323,2026-01-24,Gaz,Manuelle,110,Euro 6,Bleu,Monospace,USA,48000,39974.0
Renault,Clio,2014,109979,2015-10-20,Gaz,Manuelle,90,Euro 4,Rouge,Crossover,Italie,17000,11640.0
Ford,Kuga,2019,108681,2019-01-06,Gaz,Automatique,130,Euro 5,Rouge,Monospace,USA,34000,29100.0
Ford,Kuga,2020,29647,2021-06-29,Essence,Manuelle,130,Euro 6,Gris,Monospace,USA,34000,29498.0
Dacia,Spring,2022,58630,2025-12-20,Electrique,Automatique,200,Euro 1,Gris,Break,Espagne,22000,27590.0
Toyota,Yaris,2015,165237,2017-03-21,Gaz,Automatique,90,Euro 5,Noir,Monospace,Espagne,19000,13338.0
BMW,X5,2005,77024,2006-02-25,Diesel,Automatique,200,Euro 3,Rouge,Crossover,Espagne,80000,30240.0
Citroen,C5 Aircross,2014,140489,2015-09-16,Essence,Manuelle,150,Euro 4,Noir,Monospace,Allemagne,35000,19880.0
Audi,A4,2005,55220,2005-03-25,Diesel,Manuelle,200,Euro 3,Noir,Crossover,Allemagne,48000,19000.0
Ford,Fiesta,2017,116655,2018-08-24,Essence,Automatique,110,Euro 5,Gris,Crossover,Japon,18000,13668.0
Tesla,Model 3,2019,19265,2022-11-22,Electrique,Automatique,110,Euro 1,Noir,Berline,Espagne,45000,44604.0
Ford,Focus,2023,183529,2026-07-30,Hybride,Automatique,130,Euro 1,Bleu,Break,Espagne,26000,25517.0
Kia,Sportage,2020,101521,2023-02-05,Diesel,Automatique,130,Euro 6,Noir,Berline,France,34000,29094.0
Citroen,C4,2012,162078,2012-04-24,Diesel,Automatique,150,Euro 4,Gris,Monospace,France,24000,13200.0
Volkswagen,Tiguan,2023,207525,2023-06-29,Diesel,Automatique,200,Euro 6,Rouge,Monospace,France,40000,33880.0
Ford,Fiesta,2006,209865,2009-12-20,Gaz,Manuelle,130,Euro 3,Rouge,Berline,USA,18000,5408.0
Kia,Sportage,2018,84176,2018-11-18,Diesel,Manuelle,200,Euro 5,Blanc,Crossover,USA,34000,26640.0
Hyundai,Tucson,2019,74180,2020-06-02,Electrique,Automatique,200,Euro 1,Noir,SUV,France,35000,34320.0
Citroen,C3,2019,63907,2021-03-08,Essence,Automatique,110,Euro 5,Rouge,Berline,Japon,16000,14299.0
Citroen,C3,2015,182827,2016-08-15,Gaz,Automatique,90,Euro 5,Noir,Berline,Espagne,16000,11220.0
Tesla,Model 3,2008,131926,2011-07-04,Essence,Automatique,90,Euro 3,Noir,Berline,Japon,45000,18291.0
BMW,Serie 5,2015,81134,2017-03-06,Hybride,Manuelle,110,Euro 1,Blanc,Berline,Japon,65000,44915.0
Dacia,Duster,2014,52675,2016-12-21,Diesel,Manuelle,130,Euro 4,Noir,SUV,Italie,19900,13780.0
Mercedes,Classe A,2005,173009,2008-03-15,Diesel,Automatique,150,Euro 3,Noir,Crossover,France,38000,10790.0
BMW,X5,2014,43599,2015-09-23,Diesel,Manuelle,150,Euro 4,Bleu,Berline,Espagne,80000,53790.0
Hyundai,i30,2009,105299,2009-12-03,Gaz,Manuelle,200,Euro 3,Noir,Break,USA,22000,11475.0
BMW,X5,2021,77384,2023-07-25,Hybride,Manuelle,130,Euro 1,Gris,Crossover,USA,80000,70812.0
Peugeot,308,2013,153375,2014-11-19,Gaz,Automatique,150,Euro 4,Noir,Break,Italie,30000,18200.0
Audi,Q5,2020,192199,2023-12-31,Diesel,Automatique,110,Euro 6,Rouge,Break,Japon,65000,46989.0
Hyundai,i20,2022,142059,2025-06-25,Electrique,Automatique,90,Euro 1,Bleu,Break,Espagne,19500,21920.0
Citroen,C4,2008,47640,2010-02-14,Gaz,Manuelle,150,Euro 3,Rouge,Break,Japon,24000,12960.0
Dacia,Spring,2006,166939,2009-05-29,Diesel,Automatique,110,Euro 3,Gris,Break,Espagne,22000,7530.0
Hyundai,Tucson,2023,111997,2024-01-08,Hybride,Manuelle,150,Euro 1,Gris,Crossover,Espagne,35000,33970.0
Citroen,C3,2019,104508,2019-11-25,Gaz,Manuelle,110,Euro 5,Bleu,Break,Italie,16000,13950.0
Ford,Fiesta,2023,216693,2026-09-21,Gaz,Manuelle,150,Euro 6,Rouge,Berline,Espagne,18000,15960.0
Ford,Focus,2015,240236,2018-06-21,Diesel,Manuelle,150,Euro 5,Blanc,Berline,Italie,26000,13475.0
Kia,Sportage,2015,94292,2018-01-22,Diesel,Manuelle,200,Euro 5,Bleu,SUV,Japon,34000,23040.0
Hyundai,i30,2013,147108,2016-05-11,Diesel,Manuelle,110,Euro 4,Gris,Crossover,USA,22000,12243.0
Kia,Rio,2021,232243,2024-04-30,Electrique,Automatique,150,Euro 1,Blanc,Crossover,Allemagne,18900,18632.0
Renault,Clio,2019,113987,2022-06-15,Essence,Manuelle,90,Euro 5,Bleu,SUV,USA,17000,12506.0
BMW,X5,2019,175797,2021-07-09,Diesel,Automatique,110,Euro 5,Bleu,Crossover,France,80000,56508.0
Tesla,Model 3,2008,186843,2008-12-13,Essence,Automatique,200,Euro 3,Gris,Crossover,USA,45000,16320.0
Ford,Fiesta,2022,202873,2022-01-27,Gaz,Manuelle,200,Euro 6,Blanc,Break,USA,18000,15910.0
Citroen,C4,2015,138260,2017-05-25,Gaz,Automatique,90,Euro 5,Blanc,SUV,France,24000,17040.0
Audi,A3,2021,243822,2024-12-27,Diesel,Manuelle,110,Euro 6,Bleu,Break,France,34000,23517.0
Dacia,Spring,2014,111336,2017-09-18,Essence,Manuelle,90,Euro 4,Noir,SUV,Italie,22000,12921.0
Toyota,Yaris,2021,99880,2021-11-12,Essence,Automatique,110,Euro 6,Rouge,SUV,Italie,19000,17302.0
Dacia,Duster,2024,40018,2025-05-10,Electrique,Manuelle,200,Euro 1,Rouge,Berline,Italie,19900,25824.0
Hyundai,i30,2006,26165,2007-03-09,Essence,Automatique,130,Euro 3,Bleu,Crossover,Espagne,22000,10692.0
Ford,Kuga,2010,156578,2013-02-22,Hybride,Automatique,90,Euro 1,Noir,Monospace,Allemagne,34000,17157.0
Toyota,RAV4,2024,114579,2025-04-11,Essence,Manuelle,150,Euro 6,Noir,Break,Allemagne,37000,33375.0
Kia,Rio,2007,46717,2008-06-09,Essence,Automatique,90,Euro 3,Bleu,Berline,France,18900,9360.0
Mercedes,Classe A,2016,117753,2016-11-25,Hybride,Manuelle,110,Euro 1,Rouge,Berline,Allemagne,38000,27365.0
Kia,Rio,2014,153500,2015-05-27,Essence,Automatique,130,Euro 4,Rouge,SUV,France,18900,11660.0
Volkswagen,Tiguan,2022,114981,2023-03-04,Diesel,Manuelle,130,Euro 6,Gris,Monospace,USA,40000,34279.0
Kia,Ceed,2007,94593,2010-11-18,Gaz,Manuelle,110,Euro 3,Noir,Crossover,France,23000,10240.0
Dacia,Duster,2015,124913,2015-08-28,Essence,Manuelle,90,Euro 5,Noir,Crossover,Espagne,19900,12078.0
Tesla,Model 3,2015,55670,2015-05-02,Diesel,Manuelle,110,Euro 5,Rouge,Monospace,Italie,45000,31348.0
Hyundai,i30,2009,173558,2011-10-06,Essence,Manuelle,130,Euro 3,Blanc,Break,USA,22000,8474.0
Hyundai,i20,2011,229000,2013-11-10,Essence,Manuelle,130,Euro 4,Bleu,Crossover,Italie,19500,7722.0
Renault,Talisman,2011,144743,2012-02-08,Essence,Manuelle,130,Euro 4,Noir,Monospace,Allemagne,40000,18941.0
Hyundai,Tucson,2010,78679,2010-05-13,Gaz,Manuelle,110,Euro 4,Bleu,Break,France,35000,19176.0
BMW,X5,2016,99366,2017-08-14,Essence,Automatique,110,Euro 5,Noir,Berline,USA,80000,55007.0
Peugeot,5008,2009,51489,2010-03-16,Diesel,Manuelle,90,Euro 3,Rouge,SUV,Allemagne,42000,21450.0
Toyota,RAV4,2022,146221,2024-09-05,Diesel,Manuelle,130,Euro 6,Gris,SUV,Japon,37000,30640.0
Volkswagen,Tiguan,2013,130837,2014-12-04,Essence,Automatique,130,Euro 4,Rouge,Berline,USA,40000,22842.0
Renault,Clio,2006,188876,2007-11-29,Gaz,Manuelle,90,Euro 3,Gris,Crossover,USA,17000,5432.0
Hyundai,i30,2024,200880,2027-11-16,Essence,Automatique,130,Euro 6,Blanc,Crossover,Espagne,22000,19440.0
Mercedes,Classe C,2020,194241,2020-01-22,Essence,Manuelle,90,Euro 6,Bleu,SUV,Allemagne,55000,37881.0
BMW,Serie 1,2023,206097,2026-02-12,Gaz,Manuelle,150,Euro 6,Noir,SUV,Japon,35000,29260.0
Toyota,Yaris,2016,188089,2016-06-04,Diesel,Automatique,130,Euro 5,Gris,Break,Japon,19000,12934.0
BMW,Serie 5,2018,245767,2020-10-30,Essence,Automatique,110,Euro 5,Rouge,Break,Japon,65000,38918.0
Dacia,Sandero,2009,183791,2011-01-09,Gaz,Manuelle,150,Euro 3,Blanc,SUV,Italie,15900,6993.0
Ford,Fiesta,2015,209557,2015-10-05,Gaz,Manuelle,90,Euro 5,Blanc,SUV,Japon,18000,10812.0
Mercedes,GLC,2021,215606,2024-01-17,Essence,Automatique,90,Euro 6,Gris,Break,France,85000,60830.0
Citroen,C3,2009,236214,2009-10-29,Essence,Automatique,150,Euro 3,Bleu,Berline,France,16000,5920.0
Toyota,Yaris,2020,221708,2023-01-03,Essence,Automatique,130,Euro 6,Bleu,Break,France,19000,14058.0
Dacia,Spring,2017,50733,2018-03-15,Gaz,Manuelle,110,Euro 5,Gris,Crossover,USA,22000,18204.0
Ford,Focus,2015,199242,2018-09-15,Diesel,Manuelle,110,Euro 5,Bleu,Crossover,Allemagne,26000,14634.0
Ford,Focus,2018,103081,2021-06-27,Gaz,Automatique,110,Euro 5,Noir,Crossover,France,26000,22032.0
BMW,Serie 3,2016,163496,2016-10-12,Hybride,Automatique,130,Euro 1,Blanc,Break,USA,45000,30780.0
Renault,Talisman,2011,163810,2011-07-20,Hybride,Automatique,110,Euro 1,Blanc,Crossover,Allemagne,40000,20745.0
